Symbol	Name	Change	% Change	Price (Intraday)	50 Day Average	200 Day Average	3-Mo Return	YTD Return	52 Week Range
0P0001MM8X.BO	BOI AXA Bluechip Fund Regular Growth	+0.13	+1.15%	11.27	10.84	10.63	13.38%	5.23%	
0P0001FF4D.BO	Tata Balanced Advantage Fund Direct Growth	+0.10	+0.59%	17.42	17.04	16.49	8.08%	6.32%	
0P0001BB77.BO	SBI Equity Savings Direct Monthly Dividend Reinvestment	+0.06	+0.33%	18.85	18.35	17.77	8.77%	7.27%	
0P0001BBB2.BO	Sundaram Debt Oriented Hybrid Fund Plan Direct Plan Half Yearly Dividend Reinvestment Option	+0.01	+0.06%	18.20	17.99	17.53	4.46%	4.28%	
0P0001PRXF.BO	SBI CRISIL IBX Gilt Index - April 2029 Fund Regular Payout Inc Dist cum Cap Wdrl	-0.03	-0.24%	10.66	10.61	10.33	2.59%	4.62%	
0P0001BAP1.BO	Invesco India Banking & PSU Debt Fund - Direct Plan Monthly Dividend Reinvestment	-0.41	-0.04%	1,010.00	1,013.46	1,011.26	2.12%	3.63%	
0P0000XV58.BO	Edelweiss Liquid Fund Direct Daily Dividend Reinvestment	0.00	0.00%	1,031.05	1,031.05	1,031.00	0.00%	0.01%	
0P0001OHZQ.BO	ITI Conservative Hybrid Fund Regular Growth	+0.02	+0.20%	10.65	10.54	10.35	3.49%	3.17%	
0P0001MGYO.BO	Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund Direct Payout Inc Dist cum Cap Wdrl	+0.13	+1.01%	12.65	12.14	11.69	16.02%	7.88%	
0P0001QHFO.BO	HDFC MNC Fund Regular Payout Inc Dist cum Cap Wdrl	+0.06	+0.53%	11.04	10.62	10.41	11.42%	N/A	
0P0000XVUH.BO	Axis Midcap Fund Direct Plan Growth	+0.55	+0.65%	84.50	80.10	76.74	18.65%	12.37%	
0P00011MKZ.BO	Aditya Birla Sun Life Banking & Financial Services Direct Growth	+0.48	+0.98%	49.02	46.76	44.51	19.47%	8.07%	
0P0001OAB0.BO	Invesco India Flexi Cap Fund Regular Reinvestment Inc Dist cum Cap Wdrl	+0.10	+0.87%	11.47	10.96	10.56	15.16%	9.03%	
0P0001FHXF.BO	IDFC Overnight Fund Regular Monthly Dividend Reinvestment	+0.19	+0.02%	1,005.23	1,003.34	1,002.79	0.01%	0.49%	
0P0001OCY5.BO	Sundaram Overnight Fund Unclaimed IDCW upto three years	+0.20	+0.02%	1,078.13	1,073.69	1,059.58	1.64%	3.19%	
0P0000YG7Z.BO	IDFC Government Securities Fund Investment Plan Direct Plan HY Inc Dis cum cptl Wdrl opt	-0.03	-0.24%	12.08	12.03	11.89	-0.20%	1.83%	
0P0001B9JS.BO	Axis Children&apos;s Gift Direct No Lockin Dividend Reinvestment	+0.14	+0.61%	22.60	22.00	21.53	11.14%	5.17%	
0P0001OO55.BO	HDFC Fixed Maturity Plans 1876D March 2022- Series 46 Regular Growth	-0.01	-0.07%	10.58	10.53	10.24	2.41%	4.18%	
0P0001965H.BO	UTI Banking & PSU Debt Fund Regular Plan Annual Dividend Payout Option	-0.01	-0.04%	12.07	12.02	12.21	2.29%	3.29%	
0P0001A98P.BO	Mahindra Mutual Fund Badhat Yojana Regular Plan Dividend Payout	+0.09	+0.47%	18.13	17.11	17.20	17.07%	8.27%	
0P0001O0YM.BO	BOI AXA Overnight Fund Unclaimed Redemption Plan - Upto 3 Years	+0.20	+0.02%	1,085.22	1,080.71	1,066.43	1.66%	3.23%	
0P0001MZZB.BO	UTI Focused Equity Fund Regular Reinvestment Inc Dist cum Cap Wdrl	+0.12	+1.07%	11.26	10.70	10.32	17.00%	10.32%	
0P0001BB1V.BO	Nippon India Arbitrage Fund Direct Plan Dividend Reinvestment Option	+0.00	+0.01%	15.15	15.04	14.70	2.13%	3.83%	
0P0000XV1I.BO	IDFC Tax Advantage (ELSS) Fund - Direct Plan - Growth	+0.98	+0.79%	124.48	118.91	113.75	15.34%	9.84%	
0P0001BALB.BO	IDFC Infrastructure Fund Dividend Reinvestment	+0.16	+0.65%	24.73	23.49	22.09	18.77%	17.11%	
0P0001QDZL.BO	UTI Nifty SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund Direct Growth	-0.00	-0.03%	10.31	10.26	10.17	2.14%	N/A	
0P0000ZKL1.BO	IDBI Equity Advantage Fund Regular Dividend Payout	+0.23	+0.91%	25.29	24.53	23.71	13.36%	7.30%	
0P0001Q32U.BO	Mahindra Manulife Small Cap Fund Regular Growth	+0.06	+0.52%	11.60	10.87	10.25	21.09%	16.90%	
0P0000ZKLQ.BO	DSP Banking & PSU Debt Fund Regular Dividend Payout	+0.00	+0.02%	10.40	10.36	10.37	-1.43%	3.52%	
0P0001IV91.BO	ITI Balanced Advantage Fund Direct Growth	+0.07	+0.60%	12.01	11.67	11.35	8.57%	5.73%	
0P00015FZN.BO	UTI Banking & PSU Debt Fund Monthly Dividend Payout Option Direct	-0.01	-0.04%	12.69	12.67	12.53	2.38%	3.80%	
0P00011XCA.BO	Canara Robeco Corporate Bond Fund Regular Growth	-0.01	-0.04%	18.95	18.86	18.47	1.99%	3.26%	
0P0001Q408.BO	Union Multicap Fund Regular Payout of Income Distribution cum capital withdrawal	+0.05	+0.46%	10.82	10.27	9.84	18.38%	10.41%	
0P0001POHT.BO	Kotak Business Cycle Fund Regular Reinvestment Inc Dist cum Cap Wdrl	+0.11	+1.05%	10.86	10.39	10.10	14.80%	7.90%	
0P0001NQI1.BO	Quant Value Fund Regular Reinvestment Inc Dist cum Cap Wdrl	+0.03	+0.27%	12.05	11.55	11.22	17.26%	3.52%	
0P0001IK1J.BO	ITI Overnight Fund Direct Monthly Dividend Reinvestment	+0.18	+0.02%	1,001.35	1,003.75	1,003.53	1.57%	3.08%	
0P0001FI7A.BO	Motilal Oswal Liquid Fund (MOFLF) Regular-Dividend Option-Quarterly Payout	-0.16	-1.56%	10.16	10.11	10.09	1.64%	3.14%	
0P0001PZ2U.BO	WhiteOak Capital Large Cap Fund Direct Payout Inc Dist cum Cap Wdrl	+0.10	+1.02%	10.23	9.85	9.54	15.07%	6.77%	
0P0001BJG4.BO	L&T Banking & PSU Debt fund Direct Plan Daily Dividend Payout Option	-0.00	-0.03%	11.19	11.19	11.17	2.14%	3.55%	
0P0001LMO3.BO	IDFC Floating Rate Fund Regular Quarterly Reinvestment of Income Distribution cum cptl Wdrl opt	+0.00	+0.03%	10.27	10.21	10.15	0.59%	2.05%	
0P0001BAYO.BO	Mirae Asset Saving Fund Direct Plan Quarterly Dividend Reinvestment	+0.35	+0.03%	1,017.06	1,010.83	1,010.32	2.01%	3.55%	
0P0001EKFU.BO	Sundaram Money Market Regular Weekly Dividend Sweep	+0.00	+0.04%	10.49	10.49	10.49	1.98%	3.40%	
0P0001Q5YR.BO	UTI Fixed Term Income Fund - Series XXXV-II 1223 Days Regular Flexi Payout Inc Dist cum Cap Wdrl	-0.01	-0.12%	10.40	10.34	10.18	2.39%	3.72%	
0P0001FHX3.BO	IDFC Overnight Fund Regular Growth	+0.23	+0.02%	1,208.73	1,203.84	1,188.29	1.61%	3.14%	
0P00017QJM.BO	Sundaram Long Term Tax Advantage Fund Series II Direct Growth	+0.29	+1.08%	27.06	26.26	25.57	11.68%	4.93%	
0P0001PKHZ.BO	Shriram Overnight Fund Regular Weekly Payout Inc Dist cum Cap Wdrl	+0.00	+0.02%	10.01	10.01	10.00	0.02%	-0.01%	
0P0000YR3X.BO	ICICI Prudential Banking and PSU Debt Fund Retail Plan Quarterly Dividend Payout	+0.00	+0.01%	10.65	10.78	10.73	0.21%	1.67%	
0P0001PRWJ.BO	Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Regular Transfer Inc Dist cum Cap Wdrl	-0.03	-0.30%	10.82	10.77	10.46	3.62%	5.30%	
0P00016H6Y.BO	Mirae Asset Hybrid Equity Fund -Regular Plan-Growth	+0.16	+0.66%	23.87	23.16	22.51	11.31%	5.71%	
0P0001MZPH.BO	Nippon India Flexi Cap Fund Direct Reinvestment Inc Dist cum Cap Wdrl	+0.10	+0.85%	11.92	11.42	11.02	16.00%	8.66%	
0P0001M4EC.BO	ITI Ultra Short Duration Fund Regular Fortnightly Payout Inc Dist cum Cap Wdrl	+0.36	+0.04%	1,001.20	1,002.24	1,002.04	1.68%	3.05%	
0P0000XW3Z.BO	PGIM India Ultra Short Term Fund Direct Plan Daily Dividend Reinvestment	0.00	0.00%	10.02	10.02	10.02	1.92%	3.49%	
0P0001BCQU.BO	Axis Dynamic Equity Fund Direct Dividend Reinvestment	+0.09	+0.74%	12.13	11.84	12.14	9.28%	6.19%	
0P0001L7LF.BO	Axis Special Situations Fund Direct Pyt of Inc Dis cum Cap Wdrl	+0.03	+0.22%	13.38	12.84	12.26	15.74%	11.59%	
0P0001FVAF.BO	Aditya Birla Sun Life Retirement Fund - The 50s Plus - Debt Plan Direct Dividend Reinvestment	-0.01	-0.08%	12.46	12.41	12.12	2.10%	3.47%	
0P0001OE6E.BO	Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund Direct Payout Inc Dist cum Cap Wdrl	-0.00	-0.01%	10.80	10.75	10.39	3.65%	4.73%	
0P0001PXJW.BO	HDFC Business Cycle Fund Direct Growth	+0.10	+0.88%	10.91	10.43	10.00	15.14%	10.10%	
0P0001IK47.BO	Nippon India Equity Savings Segregated Portfolio 1 Dividend Reinvestment Plan	0.0000	0.00%	0.2471	0.25	0.25	0.00%	0.00%	
0P0000XVM5.BO	Sundaram Financial Services Opportunities Fund Direct Plan Growth Option	+0.32	+0.39%	80.07	76.12	71.72	17.77%	9.79%	
0P0001M6U1.BO	SBI Nifty Next 50 Index Fund Direct Payout Inc Dist cum Cap Wdrl	+0.08	+0.66%	11.88	11.35	11.26	17.52%	3.16%	
0P00018BHC.BO	Mahindra Liquid Fund Direct Plan Daily Dividend Reinvestment	+0.23	+0.02%	1,048.72	1,044.16	1,029.47	1.80%	3.63%	
0P0001PTB3.BO	HDFC Fixed Maturity Plans 1359D September 2022 Ser 46 Direct Growth	-0.01	-0.10%	10.62	10.56	10.32	2.31%	4.05%	
0P0001QI4Q.BO	HDFC FMP 2638D February 2023 (47) Direct Growth	-0.03	-0.27%	10.47	10.42	10.31	2.78%	N/A	
0P0001MSVU.BO	SBI Fixed Maturity Plan Series 46 1850 Days Regular Transfer Inc Dist cum Cap Wdrl	-0.00	-0.03%	10.99	10.96	10.77	2.03%	3.63%	
0P0001HXMB.BO	Mahindra Hybrid Equity Nivesh Yojana Direct Growth	+0.15	+0.74%	20.08	19.38	18.71	11.99%	7.43%	
0P0001NJAZ.BO	ICICI Prudential Smallcap Index Fund Regular Growth	+0.05	+0.48%	10.65	10.04	9.61	22.93%	10.17%	
0P0001QFAA.BO	Bandhan Crisil IBX Gilt April 2032 Index Fund Direct Growth	-0.03	-0.32%	10.43	10.37	10.24	3.30%	N/A	
0P00017K5T.BO	HDFC Retirement Savings Fund - Equity Plan - Direct Plan	+0.38	+0.97%	38.99	37.35	35.08	14.89%	12.45%	
0P0000XV0V.BO	IDFC Regular Savings Fund Direct Plan Quarterly Dividend Payout	+0.02	+0.13%	15.71	15.53	15.36	3.83%	3.15%	
0P0001L373.BO	Union Hybrid Equity Fund Direct Transfer of Income Distribution cum capital withdrawal	+0.08	+0.58%	13.79	13.29	12.98	11.84%	5.83%	
0P00019R0Z.BO	Mahindra Low Duration Bachat Yojana Regular Monthly Dividend Payout	+0.18	+0.02%	1,113.01	1,116.36	1,115.88	1.28%	3.30%	
0P0001BA1E.BO	Edelweiss Banking and PSU Debt Fund Direct Plan Monthly Dividend Reinvestment Option	-0.01	-0.07%	10.92	10.95	10.94	2.60%	3.95%	
0P0000XW16.BO	Canara Robeco Ultra Short Term Fund Direct Plan- Weekly Dividend Payout	+0.49	+0.04%	1,240.71	1,241.33	1,241.32	1.90%	3.45%	
0P0001EWOP.BO	Aditya Birla Sun Life Overnight Fund Direct Daily Dividend Reinvestment	0.00	0.00%	1,000.02	1,000.04	1,000.05	1.03%	2.07%	
0P0001Q6XV.BO	Axis Long Duration Fund Direct Quarterly Payout Inc Dist cum Cap Wdrl	-4.20	-0.40%	1,044.84	1,049.91	1,030.15	2.01%	4.27%	
0P0001NJKB.BO	ITI Pharma and Healthcare Fund Regular Payout Inc Dist cum Cap Wdrl	+0.07	+0.67%	10.20	9.58	9.36	15.61%	8.76%	
0P0000IUIA.BO	BNP Paribas Corporate Bond Regular Growth	-0.01	-0.03%	27.21	27.09	26.36	2.65%	4.09%	
0P0000IUH0.BO	JM Multicap Fund Dividend Payout	+0.51	+1.07%	47.69	45.06	42.91	17.71%	10.90%	
0P0001QYWR.BO	HDFC Defence Fund Direct Growth	+0.12	+1.15%	10.07	10.07	10.07	N/A	N/A	
0P0001N4C0.BO	SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) Regular Payout Inc Dist cum Cap Wdrl	-0.00	-0.01%	10.83	10.80	10.61	2.16%	3.78%	
0P0001NN6Y.BO	Aditya Birla Sun Life Business Cycle Fund Regular Payout Inc Dist cum Cap Wdrl	+0.11	+1.01%	10.86	10.48	10.36	11.61%	3.23%	
0P0000XUZQ.BO	IDBI Liquid Fund Direct Growth	+0.83	+0.03%	2,462.68	2,451.40	2,416.71	1.75%	3.37%	
0P0001F2J1.BO	ICICI Prudential Overnight Fund Direct Weekly Dividend Payout	+0.18	+0.02%	1,000.56	1,000.67	1,000.66	1.65%	3.09%	
0P0001Q6Y7.BO	Axis Long Duration Fund Regular Quarterly Reinvestment Inc Dist cum Cap Wdrl	-4.21	-0.40%	1,041.94	1,047.53	1,028.65	1.87%	3.99%	
0P0001CN9A.BO	Edelweiss Maiden Opp Fund - Sr.1 Regular Growth	-0.00	-0.01%	18.60	17.49	16.97	24.11%	12.30%	
0P0001F9Y9.BO	IDBI Dividend Yield Regular Growth	+0.25	+1.35%	18.54	17.86	17.40	12.77%	7.04%	
0P0000XVAY.BO	Essel Liquid Fund Direct Plan Dividend Reinvestment OptionDaily	0.00	0.00%	10.01	10.01	104.19	1.70%	1.89%	
0P0001QFQ1.BO	Kotak Nifty SDL Jul 2033 Index Fund Regular Growth	0.00	0.00%	10.43	10.39	10.25	3.78%	N/A	
0P0001M2IY.BO	Canara Robeco Focused Equity Fund Direct Reinvestment of Income Dist cum Cap Wdrl	+0.14	+1.00%	13.97	13.38	12.96	13.95%	7.54%	
0P0001PKHB.BO	Sundaram Flexi Cap Fund Direct Payout Inc Dist cum Cap Wdrl	+0.11	+1.00%	10.86	10.41	10.06	14.90%	7.56%	
0P0001C1RX	Aberdeen Standard SICAV I - Asia Pacific Multi Asset Fund A Acc USD	-1.35	-0.72%	187.09	190.45	189.17	N/A	N/A	
0P0001BAV4.BO	L&T Hybrid Equity Fund Annual Dividend Reinvestment Option	+0.13	+0.88%	15.24	14.66	14.83	12.73%	0.30%	
0P0001EDLJ.BO	DSP Corporate Bond Regular Dividend payout	-0.01	-0.06%	11.37	11.32	11.21	0.30%	3.41%	
0P0001HSQC.BO	Aditya Birla Sun Life Pharma & Healthcare Fund Regular Growth	+0.15	+0.79%	18.89	17.55	17.15	16.82%	10.15%	
0P0001IUFU.BO	Motilal Oswal Nifty 50 Index Fund Direct Growth	+0.18	+1.15%	16.03	15.53	15.11	12.38%	5.27%	
0P0001ESER.BO	UTI Floater Reg Flexi DP	+0.45	+0.04%	1,191.25	1,183.70	1,158.29	2.06%	3.54%	
0P0001EEMX.BO	Sundaram Services Direct Dividend Payout	+0.09	+0.44%	19.72	18.74	18.36	15.78%	8.88%	
0P0001QH6Z.BO	Navi ELSS Tax Saver Nifty 50 Index Fund Regular Growth	+0.13	+1.14%	11.18	10.84	10.69	12.06%	N/A	
0P0001ANS1.BO	Axis Corporate Debt Fund Regular Monthly Dividend Payout	-0.00	-0.01%	10.19	10.22	10.21	2.23%	3.60%	
0P0001BAK7.BO	IDFC Credit Risk Fund Regular Quarterly Dividend Reinvestment	-0.00	-0.02%	10.48	10.43	10.39	0.47%	1.73%	
0P0001NUU9.BO	Axis Multicap Fund Direct Reinvestment Inc Dist cum Cap Wdrl	+0.09	+0.81%	11.16	10.60	10.12	19.10%	11.04%	
0P0001BA5N.BO	Franklin India Multi Asset Solution Fund Dividend Reinvestment Plan Direct	+0.02	+0.11%	16.97	16.80	16.23	4.06%	4.60%	
0P0001OHZV.BO	ITI Conservative Hybrid Fund Regular Half Yearly Reinvestment Inc Dist cum Cap Wdrl	+0.02	+0.19%	10.65	10.54	10.35	3.49%	3.17%	
0P0001EBWO.BO	UTI Corporate Bond Fund Direct Annual Dividend Reinvestment	+0.00	+0.02%	12.36	12.29	12.15	2.27%	3.73%	
0P0001NQHZ.BO	Quant Value Fund Regular Growth	+0.03	+0.27%	12.08	11.57	11.24	17.26%	3.52%	
0P0001QSO5.BO	Baroda BNP Paribas Floater Fund Direct Payout of Income Distribution cum capital withdrawal option	+0.00	+0.01%	10.02	10.03	10.03	N/A	N/A	
0P0001LG8R.BO	TrustMF Banking & PSU Debt Direct Growth	+0.40	+0.04%	1,110.43	1,103.33	1,079.00	2.17%	3.53%	
0P0001NS9I.BO	Axis Nifty 50 Index Fund Direct Reinvestment Inc Dist cum Cap Wdrl	+0.13	+1.15%	11.18	10.83	10.54	12.32%	5.31%	
0P0001NUUC.BO	Axis Multicap Fund Regular Reinvestment Inc Dist cum Cap Wdrl	+0.08	+0.73%	10.91	10.37	9.95	18.72%	10.31%	
0P0001D3QG.BO	Essel Equity Hybrid Fund Regular Quarterly Dividend Payout	+0.12	+0.77%	15.59	15.09	14.65	11.02%	6.69%	
0P0001LIRZ.BO	SBI Retirement Benefit Fund - Conservative Hybrid Plan Regular Payout of Income Dist cum cap wdrl	+0.04	+0.34%	12.69	12.44	12.03	7.37%	6.69%	
0P0001HNIX.BO	YES Ultra Short Term Fund Direct Fortnightly Dividend Reinvestment	+0.42	+0.04%	1,003.04	1,002.68	1,002.50	1.93%	3.52%	
0P0001II58.BO	Nippon India Equity Hybrid Fund Segregated Portfolio 1 Growth Plan	0.0000	0.00%	0.0518	0.05	0.05	0.00%	0.00%	
0P000159Q0.BO	Motilal Oswal Long Term Equity Fund - Direct Plan - Growth	+0.32	+0.93%	33.96	32.24	30.57	17.02%	11.31%	
0P0000TFYK.BO	Mirae Asset Great Consumer Regular Dividend Payout	+0.10	+0.44%	22.03	20.73	20.63	19.98%	3.87%	
0P0000XVMS.BO	Sundaram Debt Oriented Hybrid Fund - Direct Plan - Growth Option	+0.02	+0.06%	27.37	27.05	26.34	4.47%	4.28%	
0P00019IVQ.BO	UTI F I I F Series II -Quarterly Interval Plan - VI-Growth Option- DIRECT	+0.01	+0.05%	27.75	27.59	27.04	1.74%	3.28%	
0P0001N4BW.BO	SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) Direct Growth	-0.00	-0.01%	10.87	10.84	10.64	2.20%	3.87%	
0P0001BL8Y.BO	BNP Paribas Focused 25 Equity Regular Growth	+0.16	+1.00%	15.90	15.34	14.90	14.23%	7.51%	
0P00011XC7.BO	Canara Robeco Corporate Bond Fund Direct Dividend Payout	-0.00	-0.03%	12.13	12.23	12.12	2.08%	3.50%	
0P0001PKHH.BO	Sundaram Flexi Cap Fund Regular Transfer Inc Dist cum Cap Wdrl	+0.11	+1.00%	10.86	10.41	10.06	14.90%	7.56%	
0P00013LLN.BO	Nippon India Strategic Debt Fund Growth Option	-0.01	-0.07%	13.32	13.27	12.88	3.38%	4.33%	
0P0001MZPN.BO	Mahindra Manulife Flexi Cap Yojana Direct Payout Inc Dist cum Cap Wdrl	+0.12	+1.04%	11.87	11.34	10.79	16.00%	11.39%	
0P0001M6TV.BO	SBI Fixed Maturity Plan Series 43 1616 Days Regular Payout Inc Dist cum Cap Wdrl	-0.01	-0.10%	11.08	11.04	10.86	2.04%	3.71%	
0P0000ZKLW.BO	DSP Banking & PSU Debt Fund Direct Quarterly Dividend Payout	+0.00	+0.02%	10.16	10.35	10.27	0.85%	3.70%	
0P0001EQU4.BO	Invesco India Smallcap Fund Direct Growth	+0.09	+0.34%	26.45	24.90	23.51	20.39%	13.96%	
0P0001HI71.BO	DSP Quant Fund Direct Growth	+0.17	+0.97%	17.47	16.80	16.41	13.78%	6.84%	
0P0001FFE0.BO	DSP Overnight Fund Direct Daily Dividend Reinvestment	0.00	0.00%	1,000.00	1,000.00	1,000.00	1.60%	3.07%	
0P0001BAPL.BO	Invesco India Gilt Fund Direct Plan Quarterly Dividend Reinvestment	-1.50	-0.15%	1,021.40	1,042.78	1,029.57	2.77%	4.32%	
0P00012K1C.BO	Kotak Medium Term Direct Annual Dividend Payout	-0.01	-0.02%	21.01	20.94	20.45	2.32%	3.32%	
0P00013YN3.BO	L&T Business Cycles Direct Growth	+0.16	+0.55%	28.97	27.89	26.32	16.17%	12.23%	
0P0001IBG9.BO	ITI Arbitrage Fund Direct Dividend Payout	+0.00	+0.02%	11.61	11.52	11.32	2.04%	3.23%	
0P00015DXT.BO	Nippon India Retirement Fund - Income Generation Scheme - Direct Bonus	-0.04	-0.19%	18.80	18.57	17.89	5.83%	5.99%	
0P0001PFWP.BO	Aditya Birla Sun Life Long Duration Fund Regular Reinvestment Inc Dist cum Cap Wdrl	-0.02	-0.19%	10.90	10.85	10.48	3.42%	5.27%	
0P0001KMZG.BO	Mirae Asset Equity Allocator Fund of Fund Regular Growth	+0.16	+0.90%	17.59	16.90	16.42	14.70%	6.21%	
0P0000XYE4.BO	Edelweiss Balanced Advantage Fund -Direct Plan-Growth	+0.23	+0.53%	43.11	41.91	40.65	9.14%	6.60%	
0P0001PXDK.BO	Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Direct Transfer Inc Dist cum Cap Wdrl	-0.01	-0.06%	10.59	10.55	10.32	2.67%	4.37%	
0P0001MMYX.BO	HDFC Banking & Financial Services Fund Regular Payout of Income Distribution cum capital withdrawal	+0.10	+0.78%	12.47	11.88	11.31	16.72%	7.56%	
0P0001IK41.BO	Nippon India Equity Hybrid Fund Segregated Portfolio 1 Quarterly Dividend Reinvestment Plan	0.0000	0.00%	0.0137	0.01	0.01	0.00%	0.00%	
0P0001PRLI.BO	Tata CRISIL IBX Gilt Index-April 2026 Fund Regular Payout Inc Dist cum Cap Wdrl	-0.01	-0.09%	10.57	10.53	10.29	2.13%	3.74%	
0P0001FT0Y.BO	ICICI Prudential Retirement Fund Hybrid Conservative Plan Direct Growth	+0.01	+0.05%	14.55	14.24	13.85	7.09%	5.33%	
0P0001BAIA.BO	IDBI Hybrid Equity Fund Regular Dividend Reinvestment	+0.12	+0.76%	15.30	14.83	14.52	10.46%	4.62%	
0P0001EKGH.BO	Sundaram Money Market Direct Quarterly Dividend Payout	+0.00	+0.04%	11.64	11.64	11.47	1.99%	3.54%	
0P0000XV7Q.BO	L&T Banking & PSU Debt fund Direct Plan Daily Dividend Reinvestment Option	-0.00	-0.03%	11.19	11.19	11.17	2.14%	3.55%	
0P0001BAY1.BO	Mahindra Mutual Fund Badhat Yojana Direct Plan Dividend Reinvestment	+0.10	+0.48%	20.89	19.69	19.60	17.53%	9.27%	
0P0001B9SK.BO	Canara Robeco Dynamic Bond Fund Direct Plan Dividend Reinvestment Option	-0.03	-0.17%	15.00	14.96	14.66	2.18%	1.93%	
0P0001BM5I.BO	BNP Paribas Focused 25 Equity Direct Dividend Reinvestment	+0.15	+1.01%	14.93	14.39	14.74	14.73%	7.73%	
0P0001PR8E.BO	SBI Nifty Smallcap 250 Index Fund Regular Reinvestment Inc Dist cum Cap Wdrl	+0.05	+0.48%	11.39	10.73	10.27	23.05%	10.31%	
0P00011WHQ.BO	UTI Banking & PSU Debt Fund Regular Growth	-0.01	-0.04%	18.94	18.87	18.40	2.30%	3.63%	
0P0001L56L.BO	DSP Value Fund Regular Plan Growth	+0.12	+0.84%	14.32	13.92	13.36	10.56%	8.82%	
0P0001BA1A.BO	Edelweiss Arbitrage Fund Regular Dividend Reinvestment	+0.00	+0.03%	12.33	12.25	12.00	1.94%	3.46%	
0P000101S1.BO	IIFL Liquid Fund Regular Growth	+0.33	+0.02%	1,753.66	1,744.36	1,715.37	1.73%	3.35%	
0P0001KUMR.BO	SBI Floating Rate Debt Fund Direct Monthly Reinvestment Inc Dist cum Cap Wdrl	+0.01	+0.04%	11.41	11.34	11.08	2.07%	3.55%	
0P0001NQH4.BO	ICICI Prudential S&P BSE 500 ETF FOF Direct Growth	+0.05	+0.48%	11.16	10.72	10.46	14.95%	4.95%	
0P0001QOPA.BO	Nippon India Fixed Horizon Fund - XLV - Series 4 Direct Payout Inc Dist cum Cap Wdrl	-0.01	-0.12%	10.21	10.15	10.13	N/A	N/A	
0P0001N6Z1.BO	Axis Value Fund Direct Growth	+0.14	+1.18%	11.86	11.27	10.66	18.48%	13.49%	
0P0001II5D.BO	Nippon India Equity Hybrid Fund Segregated Portfolio 1 Direct Plan Dividend Payout Plan	0.0000	0.00%	0.0206	0.02	0.02	0.00%	0.00%	
0P0001N2MH.BO	Union Money Market Fund Direct Growth	+0.42	+0.04%	1,096.47	1,089.47	1,065.72	1.96%	3.53%	
0P00013DE3.BO	Union Small Cap Fund Regular Dividend Payout	+0.02	+0.07%	28.99	27.10	26.12	22.73%	13.95%	
0P0000PWE6.BO	Nippon India Index Fund Sensex Plan Quarterly Dividend Payout	+0.32	+1.26%	25.26	24.52	23.87	11.38%	5.43%	
0P0000GBBO.BO	Kotak Low Duration Fund- Standard Plan-Monthly Dividend Payout	+0.32	+0.03%	1,107.56	1,100.98	1,077.66	1.94%	3.42%	
0P0001GZMA.BO	Edelweiss Banking and PSU Debt Fund Direct Plan Fortnightly Dividend Option	-0.01	-0.07%	14.56	14.59	14.60	1.97%	3.97%	
0P0000XRKI.BO	IDFC Dynamic Bond Fund Regular Plan Annual Dividend Payout	-0.03	-0.24%	11.15	11.12	10.95	0.49%	2.30%	
0P0001BAN6.BO	IIFL Focused Equity Fund Direct Dividend Reinvestment	+0.29	+0.79%	37.13	35.30	33.73	15.33%	11.41%	
0P0001F4GH.BO	Indiabulls Equity Hybrid Fund Regular Dividend Reinvestment	+0.13	+0.85%	15.80	15.44	15.11	8.35%	3.83%	
0P0001IK1N.BO	ITI Overnight Fund Regular Monthly Dividend Payout	+0.35	+0.03%	1,001.79	1,003.00	1,003.31	1.39%	2.87%	
0P0001Q3PM.BO	Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund Direct Growth	-0.04	-0.39%	10.55	10.51	10.26	3.23%	5.59%	
0P0001PL1T.BO	WhiteOak Capital Tax Saver Fund Direct Payout Inc Dist cum Cap Wdrl	+0.09	+0.77%	11.18	10.63	10.23	17.74%	9.83%	
0P0001Q0T4.BO	DSP FMP Series 268 - 1281 Days Direct Growth	-0.00	-0.04%	10.46	10.41	10.23	2.19%	3.85%	
0P0001O9O4.BO	TRUSTMF Overnight Fund Regular Growth	+0.20	+0.02%	1,077.98	1,072.87	1,056.12	1.64%	3.20%	
0P0001QANM.BO	TATA Nifty G-SEC Dec 2029 Index Fund Regular Payout Inc Dist cum Cap Wdrl	-0.02	-0.23%	10.40	10.36	10.20	2.63%	N/A	
0P00012NT7.BO	SBI Tax Advantage Fund Series III Direct Dividend	+0.59	+1.06%	55.97	53.70	51.87	16.83%	8.27%	
0P0001H1V7.BO	ICICI Prudential FMP Series 85 10 Years Plan I Regular Quarterly Dividend Payout	+0.01	+0.04%	14.18	14.12	13.70	3.07%	4.36%	
0P0001KVLK.BO	Mirae Asset ESG Sector Leaders Fund of Fund Direct Growth	+0.14	+1.00%	13.65	13.23	13.12	11.03%	1.62%	
